Date,Weekno,Employee_id,Name,Status,Month_Name,Day_Type
2022-04-18,W 17,Atq -433,Jayce Fuentes,WFO,April,Monday
2022-04-18,W 17,Atq -370,Ella Roth,WFO,April,Monday
2022-04-18,W 17,Atq -423,Rodrigo Price,WFO,April,Monday
2022-04-18,W 17,Atq -438,Miles Fields,WFO,April,Monday
2022-04-18,W 17,Atq -349,Trystan Ortega,WFO,April,Monday
2022-04-18,W 17,Atq -459,Iris Woodard,WFO,April,Monday
2022-04-18,W 17,Atq -419,Faith Hamilton,WFO,April,Monday
2022-04-18,W 17,Atq -446,April Ayers,WFO,April,Monday
2022-04-18,W 17,Atq -334,Boston Morse,WFO,April,Monday
2022-04-18,W 17,Atq -343,Myla Klein,WFO,April,Monday
2022-04-18,W 17,Atq -440,Mckayla Parker,WFO,April,Monday
2022-04-18,W 17,Atq -405,Sofia Solis,WFO,April,Monday
2022-04-18,W 17,Atq -450,Miya Hampton,WFO,April,Monday
2022-04-18,W 17,Atq -467,Cason David,WFO,April,Monday
2022-04-18,W 17,Atq -419,Kaylah Schultz,WFO,April,Monday
2022-04-18,W 17,Atq -443,Lyric Bartlett,WFO,April,Monday
2022-04-18,W 17,Atq -335,Tori Shannon,WFO,April,Monday
2022-04-18,W 17,Atq -397,Grace Stone,WFO,April,Monday
2022-04-18,W 17,Atq -404,Ana Little,WFO,April,Monday
2022-04-18,W 17,Atq -441,Loki Lal,WFO,April,Monday
2022-04-18,W 17,Atq -366,Peter Pandey,WFO,April,Monday
2022-04-18,W 17,Atq -438,Mekhi Singleton,WFO,April,Monday
2022-04-18,W 17,Atq -398,Bo Cordova,WFO,April,Monday
2022-04-18,W 17,Atq -411,Nevaeh Waller,WFO,April,Monday
2022-04-18,W 17,Atq -462,Jarvis Singh,WFO,April,Monday
2022-04-18,W 17,Atq -406,Thanos Thakur,WFO,April,Monday
2022-04-18,W 17,Atq -396,Joel Cruz,WFH,April,Monday
2022-04-18,W 17,Atq -335,Madelynn Gray,PL,April,Monday
2022-04-18,W 17,Atq -436,Phoenix Brady,PL,April,Monday
2022-04-18,W 17,Atq -430,Maximus Mckenzie,WFH,April,Monday
2022-04-18,W 17,Atq -443,Andrew Cummings,WFH,April,Monday
2022-04-18,W 17,Atq -382,Gustavo Ritter,WFH,April,Monday
2022-04-18,W 17,Atq -458,Jessie Carrillo,WFO,April,Monday
2022-04-18,W 17,Atq -437,Dallas Weeks,WFO,April,Monday
2022-04-18,W 17,Atq -372,Miley Combs,WFO,April,Monday
2022-04-18,W 17,Atq -369,Greta Horton,WFO,April,Monday
2022-04-18,W 17,Atq -374,Kaley Fitzpatrick,WFO,April,Monday
2022-04-18,W 17,Atq -470,Jovani Pope,WFO,April,Monday
2022-04-19,W 17,Atq -387,Konner Henson,WFO,April,Tuesday
2022-04-19,W 17,Atq -461,Josh Sharp,WFO,April,Tuesday
2022-04-19,W 17,Atq -453,Nehemiah Diaz,WFO,April,Tuesday
2022-04-19,W 17,Atq -376,Dominique Benjamin,WFO,April,Tuesday
2022-04-19,W 17,Atq -418,Hillary Kirk,WFO,April,Tuesday
2022-04-19,W 17,Atq -373,Isiah Small,WFO,April,Tuesday
2022-04-19,W 17,Atq -408,Nick Orozco,WFO,April,Tuesday
2022-04-19,W 17,Atq -418,Marquis Wyatt,WFO,April,Tuesday
2022-04-19,W 17,Atq -414,Titus Andersen,WFO,April,Tuesday
2022-04-19,W 17,Atq -403,Will Mahoney,WFO,April,Tuesday
2022-04-19,W 17,Atq -393,Emma Freeman,WFO,April,Tuesday
2022-04-19,W 17,Atq -367,Briley Orr,WFO,April,Tuesday
2022-04-19,W 17,Atq -452,Ayanna Atkins,WFO,April,Tuesday
2022-04-19,W 17,Atq -421,Rylee Mullins,WFO,April,Tuesday
2022-04-19,W 17,Atq -432,Ryann Guerrero,WFO,April,Tuesday
2022-04-19,W 17,Atq -484,Demarcus Gordon,WFO,April,Tuesday
2022-04-19,W 17,Atq -428,Ciara Allison,WFO,April,Tuesday
2022-04-19,W 17,Atq -467,Esperanza Irwin,WFO,April,Tuesday
2022-04-19,W 17,Atq -396,Karma Reeves,WFO,April,Tuesday
2022-04-19,W 17,Atq -472,Cristofer Bernard,WFO,April,Tuesday
2022-04-19,W 17,Atq -412,Tucker Austin,WFO,April,Tuesday
2022-04-19,W 17,Atq -398,Salvatore Hendrix,WFO,April,Tuesday
2022-04-19,W 17,Atq -484,Adyson Moyer,WFO,April,Tuesday
2022-04-19,W 17,Atq -385,Jase Ingram,WFO,April,Tuesday
2022-04-19,W 17,Atq -456,Adriel Pace,WFO,April,Tuesday
2022-04-19,W 17,Atq -375,Kenley Marsh,WFO,April,Tuesday
2022-04-19,W 17,Atq -475,London Kim,WFO,April,Tuesday
2022-04-19,W 17,Atq -405,Chris Frye,WFO,April,Tuesday
2022-04-19,W 17,Atq -331,Jonah Hamilton,WFO,April,Tuesday
2022-04-19,W 17,Atq -435,Dean Mclaughlin,WFO,April,Tuesday
2022-04-19,W 17,Atq -348,Weston Horton,WFO,April,Tuesday
2022-04-19,W 17,Atq -468,Xiomara Ruiz,WFO,April,Tuesday
2022-04-19,W 17,Atq -368,Macie Callahan,WFO,April,Tuesday
2022-04-19,W 17,Atq -475,Rey Novak,WFO,April,Tuesday
2022-04-19,W 17,Atq -375,Hailee Fitzpatrick,WFO,April,Tuesday
2022-04-19,W 17,Atq -433,Jayce Fuentes,WFO,April,Tuesday
2022-04-19,W 17,Atq -423,Rodrigo Price,WFO,April,Tuesday
2022-04-19,W 17,Atq -438,Miles Fields,WFO,April,Tuesday
2022-04-19,W 17,Atq -349,Trystan Ortega,WFO,April,Tuesday
2022-04-19,W 17,Atq -459,Iris Woodard,WFO,April,Tuesday
2022-04-19,W 17,Atq -419,Faith Hamilton,WFO,April,Tuesday
2022-04-19,W 17,Atq -446,April Ayers,WFO,April,Tuesday
2022-04-19,W 17,Atq -334,Boston Morse,WFO,April,Tuesday
2022-04-19,W 17,Atq -343,Myla Klein,WFO,April,Tuesday
2022-04-19,W 17,Atq -440,Mckayla Parker,WFO,April,Tuesday
2022-04-19,W 17,Atq -405,Sofia Solis,WFO,April,Tuesday
2022-04-19,W 17,Atq -467,Cason David,WFO,April,Tuesday
2022-04-19,W 17,Atq -419,Kaylah Schultz,WFO,April,Tuesday
2022-04-19,W 17,Atq -443,Lyric Bartlett,WFO,April,Tuesday
2022-04-19,W 17,Atq -335,Tori Shannon,WFO,April,Tuesday
2022-04-19,W 17,Atq -397,Grace Stone,WFO,April,Tuesday
2022-04-19,W 17,Atq -404,Ana Little,WFO,April,Tuesday
2022-04-19,W 17,Atq -441,Loki Lal,WFO,April,Tuesday
2022-04-19,W 17,Atq -366,Peter Pandey,WFO,April,Tuesday
2022-04-19,W 17,Atq -438,Mekhi Singleton,WFO,April,Tuesday
2022-04-19,W 17,Atq -398,Bo Cordova,WFO,April,Tuesday
2022-04-19,W 17,Atq -411,Nevaeh Waller,WFO,April,Tuesday
2022-04-19,W 17,Atq -462,Jarvis Singh,WFO,April,Tuesday
2022-04-19,W 17,Atq -406,Thanos Thakur,WFO,April,Tuesday
2022-04-19,W 17,Atq -396,Joel Cruz,WFH,April,Tuesday
2022-04-19,W 17,Atq -370,Ella Roth,SL,April,Tuesday
2022-04-19,W 17,Atq -335,Madelynn Gray,PL,April,Tuesday
2022-04-19,W 17,Atq -450,Miya Hampton,PL,April,Tuesday
2022-04-19,W 17,Atq -436,Phoenix Brady,PL,April,Tuesday
2022-04-19,W 17,Atq -400,Chad Macias,WFH,April,Tuesday
2022-04-19,W 17,Atq -430,Maximus Mckenzie,WFH,April,Tuesday
2022-04-19,W 17,Atq -443,Andrew Cummings,WFH,April,Tuesday
2022-04-19,W 17,Atq -382,Gustavo Ritter,WFH,April,Tuesday
2022-04-19,W 17,Atq -458,Jessie Carrillo,WFO,April,Tuesday
2022-04-19,W 17,Atq -400,Chad Macias,WFO,April,Tuesday
2022-04-19,W 17,Atq -437,Dallas Weeks,WFO,April,Tuesday
2022-04-19,W 17,Atq -372,Miley Combs,WFO,April,Tuesday
2022-04-19,W 17,Atq -369,Greta Horton,WFO,April,Tuesday
2022-04-19,W 17,Atq -374,Kaley Fitzpatrick,WFO,April,Tuesday
2022-04-19,W 17,Atq -470,Jovani Pope,WFO,April,Tuesday
2022-04-19,W 17,Atq -455,Caylee Meadows,WFO,April,Tuesday
2022-04-20,W 17,Atq -385,Finnegan Gilbert,WFO,April,Wednesday
2022-04-20,W 17,Atq -387,Konner Henson,WFO,April,Wednesday
2022-04-20,W 17,Atq -461,Josh Sharp,WFO,April,Wednesday
2022-04-20,W 17,Atq -453,Nehemiah Diaz,WFO,April,Wednesday
2022-04-20,W 17,Atq -376,Dominique Benjamin,WFO,April,Wednesday
2022-04-20,W 17,Atq -418,Hillary Kirk,WFO,April,Wednesday
2022-04-20,W 17,Atq -373,Isiah Small,WFO,April,Wednesday
2022-04-20,W 17,Atq -408,Nick Orozco,WFO,April,Wednesday
2022-04-20,W 17,Atq -418,Marquis Wyatt,WFO,April,Wednesday
2022-04-20,W 17,Atq -414,Titus Andersen,WFO,April,Wednesday
2022-04-20,W 17,Atq -393,Emma Freeman,WFO,April,Wednesday
2022-04-20,W 17,Atq -367,Briley Orr,WFO,April,Wednesday
2022-04-20,W 17,Atq -452,Ayanna Atkins,WFO,April,Wednesday
2022-04-20,W 17,Atq -421,Rylee Mullins,WFO,April,Wednesday
2022-04-20,W 17,Atq -432,Ryann Guerrero,WFO,April,Wednesday
2022-04-20,W 17,Atq -484,Demarcus Gordon,WFO,April,Wednesday
2022-04-20,W 17,Atq -428,Ciara Allison,WFO,April,Wednesday
2022-04-20,W 17,Atq -467,Esperanza Irwin,WFO,April,Wednesday
2022-04-20,W 17,Atq -396,Karma Reeves,WFO,April,Wednesday
2022-04-20,W 17,Atq -472,Cristofer Bernard,WFO,April,Wednesday
2022-04-20,W 17,Atq -412,Tucker Austin,WFO,April,Wednesday
2022-04-20,W 17,Atq -398,Salvatore Hendrix,WFO,April,Wednesday
2022-04-20,W 17,Atq -484,Adyson Moyer,WFO,April,Wednesday
2022-04-20,W 17,Atq -385,Jase Ingram,WFO,April,Wednesday
2022-04-20,W 17,Atq -456,Adriel Pace,WFO,April,Wednesday
2022-04-20,W 17,Atq -375,Kenley Marsh,WFO,April,Wednesday
2022-04-20,W 17,Atq -475,London Kim,WFO,April,Wednesday
2022-04-20,W 17,Atq -405,Chris Frye,WFO,April,Wednesday
2022-04-20,W 17,Atq -331,Jonah Hamilton,WFO,April,Wednesday
2022-04-20,W 17,Atq -348,Weston Horton,WFO,April,Wednesday
2022-04-20,W 17,Atq -468,Xiomara Ruiz,WFO,April,Wednesday
2022-04-20,W 17,Atq -368,Macie Callahan,WFO,April,Wednesday
2022-04-20,W 17,Atq -475,Rey Novak,WFO,April,Wednesday
2022-04-20,W 17,Atq -375,Hailee Fitzpatrick,WFO,April,Wednesday
2022-04-20,W 17,Atq -433,Jayce Fuentes,WFO,April,Wednesday
2022-04-20,W 17,Atq -370,Ella Roth,WFO,April,Wednesday
2022-04-20,W 17,Atq -423,Rodrigo Price,WFO,April,Wednesday
2022-04-20,W 17,Atq -438,Miles Fields,WFO,April,Wednesday
2022-04-20,W 17,Atq -459,Iris Woodard,WFO,April,Wednesday
2022-04-20,W 17,Atq -419,Faith Hamilton,WFO,April,Wednesday
2022-04-20,W 17,Atq -446,April Ayers,WFO,April,Wednesday
2022-04-20,W 17,Atq -334,Boston Morse,WFO,April,Wednesday
2022-04-20,W 17,Atq -343,Myla Klein,WFO,April,Wednesday
2022-04-20,W 17,Atq -440,Mckayla Parker,WFO,April,Wednesday
2022-04-20,W 17,Atq -405,Sofia Solis,WFO,April,Wednesday
2022-04-20,W 17,Atq -450,Miya Hampton,WFO,April,Wednesday
2022-04-20,W 17,Atq -467,Cason David,WFO,April,Wednesday
2022-04-20,W 17,Atq -419,Kaylah Schultz,WFO,April,Wednesday
2022-04-20,W 17,Atq -443,Lyric Bartlett,WFO,April,Wednesday
2022-04-20,W 17,Atq -335,Tori Shannon,WFO,April,Wednesday
2022-04-20,W 17,Atq -397,Grace Stone,WFO,April,Wednesday
2022-04-20,W 17,Atq -404,Ana Little,WFO,April,Wednesday
2022-04-20,W 17,Atq -436,Phoenix Brady,WFO,April,Wednesday
2022-04-20,W 17,Atq -441,Loki Lal,WFO,April,Wednesday
2022-04-20,W 17,Atq -366,Peter Pandey,WFO,April,Wednesday
2022-04-20,W 17,Atq -438,Mekhi Singleton,WFO,April,Wednesday
2022-04-20,W 17,Atq -398,Bo Cordova,WFO,April,Wednesday
2022-04-20,W 17,Atq -411,Nevaeh Waller,WFO,April,Wednesday
2022-04-20,W 17,Atq -462,Jarvis Singh,WFO,April,Wednesday
2022-04-20,W 17,Atq -406,Thanos Thakur,WFO,April,Wednesday
2022-04-20,W 17,Atq -396,Joel Cruz,WFH,April,Wednesday
2022-04-20,W 17,Atq -349,Trystan Ortega,ML,April,Wednesday
2022-04-20,W 17,Atq -403,Will Mahoney,PL,April,Wednesday
2022-04-20,W 17,Atq -435,Dean Mclaughlin,PL,April,Wednesday
2022-04-20,W 17,Atq -335,Madelynn Gray,PL,April,Wednesday
2022-04-20,W 17,Atq -430,Maximus Mckenzie,WFH,April,Wednesday
2022-04-20,W 17,Atq -443,Andrew Cummings,WFH,April,Wednesday
2022-04-20,W 17,Atq -382,Gustavo Ritter,WFH,April,Wednesday
2022-04-21,W 17,Atq -484,Adyson Moyer,WFO,April,Thursday
2022-04-21,W 17,Atq -385,Jase Ingram,WFO,April,Thursday
2022-04-21,W 17,Atq -456,Adriel Pace,WFO,April,Thursday
2022-04-21,W 17,Atq -375,Kenley Marsh,WFO,April,Thursday
2022-04-21,W 17,Atq -475,London Kim,WFO,April,Thursday
2022-04-21,W 17,Atq -331,Jonah Hamilton,WFO,April,Thursday
2022-04-21,W 17,Atq -435,Dean Mclaughlin,WFO,April,Thursday
2022-04-21,W 17,Atq -468,Xiomara Ruiz,WFO,April,Thursday
2022-04-21,W 17,Atq -368,Macie Callahan,WFO,April,Thursday
2022-04-21,W 17,Atq -475,Rey Novak,WFO,April,Thursday
2022-04-21,W 17,Atq -375,Hailee Fitzpatrick,WFO,April,Thursday
2022-04-21,W 17,Atq -433,Jayce Fuentes,WFO,April,Thursday
2022-04-21,W 17,Atq -370,Ella Roth,WFO,April,Thursday
2022-04-21,W 17,Atq -423,Rodrigo Price,WFO,April,Thursday
2022-04-21,W 17,Atq -438,Miles Fields,WFO,April,Thursday
2022-04-21,W 17,Atq -349,Trystan Ortega,WFO,April,Thursday
2022-04-21,W 17,Atq -459,Iris Woodard,WFO,April,Thursday
2022-04-21,W 17,Atq -419,Faith Hamilton,WFO,April,Thursday
2022-04-21,W 17,Atq -446,April Ayers,WFO,April,Thursday
2022-04-21,W 17,Atq -334,Boston Morse,WFO,April,Thursday
2022-04-21,W 17,Atq -343,Myla Klein,WFO,April,Thursday
2022-04-21,W 17,Atq -440,Mckayla Parker,WFO,April,Thursday
2022-04-21,W 17,Atq -405,Sofia Solis,WFO,April,Thursday
2022-04-21,W 17,Atq -450,Miya Hampton,WFO,April,Thursday
2022-04-21,W 17,Atq -467,Cason David,WFO,April,Thursday
2022-04-21,W 17,Atq -443,Lyric Bartlett,WFO,April,Thursday
2022-04-21,W 17,Atq -335,Tori Shannon,WFO,April,Thursday
2022-04-21,W 17,Atq -397,Grace Stone,WFO,April,Thursday
2022-04-21,W 17,Atq -404,Ana Little,WFO,April,Thursday
2022-04-21,W 17,Atq -436,Phoenix Brady,WFO,April,Thursday
2022-04-21,W 17,Atq -441,Loki Lal,WFO,April,Thursday
2022-04-21,W 17,Atq -366,Peter Pandey,WFO,April,Thursday
2022-04-21,W 17,Atq -438,Mekhi Singleton,WFO,April,Thursday
2022-04-21,W 17,Atq -398,Bo Cordova,WFO,April,Thursday
2022-04-21,W 17,Atq -411,Nevaeh Waller,WFO,April,Thursday
2022-04-21,W 17,Atq -462,Jarvis Singh,WFO,April,Thursday
2022-04-21,W 17,Atq -406,Thanos Thakur,WFO,April,Thursday
2022-04-21,W 17,Atq -458,Jessie Carrillo,WFO,April,Thursday
2022-04-21,W 17,Atq -400,Chad Macias,WFO,April,Thursday
2022-04-21,W 17,Atq -437,Dallas Weeks,WFO,April,Thursday
2022-04-21,W 17,Atq -372,Miley Combs,WFO,April,Thursday
2022-04-21,W 17,Atq -369,Greta Horton,WFO,April,Thursday
2022-04-21,W 17,Atq -374,Kaley Fitzpatrick,WFO,April,Thursday
2022-04-21,W 17,Atq -470,Jovani Pope,WFO,April,Thursday
2022-04-21,W 17,Atq -455,Caylee Meadows,WFO,April,Thursday
2022-04-21,W 17,Atq -385,Finnegan Gilbert,WFO,April,Thursday
2022-04-21,W 17,Atq -387,Konner Henson,WFO,April,Thursday
2022-04-21,W 17,Atq -461,Josh Sharp,WFO,April,Thursday
2022-04-21,W 17,Atq -453,Nehemiah Diaz,WFO,April,Thursday
2022-04-21,W 17,Atq -376,Dominique Benjamin,WFO,April,Thursday
2022-04-21,W 17,Atq -418,Hillary Kirk,WFO,April,Thursday
2022-04-21,W 17,Atq -373,Isiah Small,WFO,April,Thursday
2022-04-21,W 17,Atq -418,Marquis Wyatt,WFO,April,Thursday
2022-04-21,W 17,Atq -414,Titus Andersen,WFO,April,Thursday
2022-04-21,W 17,Atq -393,Emma Freeman,WFO,April,Thursday
2022-04-21,W 17,Atq -452,Ayanna Atkins,WFO,April,Thursday
2022-04-21,W 17,Atq -396,Joel Cruz,WFH,April,Thursday
2022-04-21,W 17,Atq -419,Kaylah Schultz,WFH,April,Thursday
2022-04-21,W 17,Atq -398,Salvatore Hendrix,SL,April,Thursday
2022-04-21,W 17,Atq -403,Will Mahoney,PL,April,Thursday
2022-04-21,W 17,Atq -348,Weston Horton,PL,April,Thursday
2022-04-21,W 17,Atq -335,Madelynn Gray,PL,April,Thursday
2022-04-21,W 17,Atq -430,Maximus Mckenzie,WFH,April,Thursday
2022-04-21,W 17,Atq -443,Andrew Cummings,WFH,April,Thursday
2022-04-21,W 17,Atq -382,Gustavo Ritter,WFH,April,Thursday
2022-04-21,W 17,Atq -408,Nick Orozco,WFH,April,Thursday
2022-04-21,W 17,Atq -367,Briley Orr,WFH,April,Thursday
2022-04-21,W 17,Atq -405,Chris Frye,WFH,April,Thursday
2022-04-22,W 17,Atq -376,Dominique Benjamin,WFO,April,Friday
2022-04-22,W 17,Atq -418,Hillary Kirk,WFO,April,Friday
2022-04-22,W 17,Atq -373,Isiah Small,WFO,April,Friday
2022-04-22,W 17,Atq -418,Marquis Wyatt,WFO,April,Friday
2022-04-22,W 17,Atq -414,Titus Andersen,WFO,April,Friday
2022-04-22,W 17,Atq -393,Emma Freeman,WFO,April,Friday
2022-04-22,W 17,Atq -367,Briley Orr,WFO,April,Friday
2022-04-22,W 17,Atq -452,Ayanna Atkins,WFO,April,Friday
2022-04-22,W 17,Atq -421,Rylee Mullins,WFO,April,Friday
2022-04-22,W 17,Atq -432,Ryann Guerrero,WFO,April,Friday
2022-04-22,W 17,Atq -484,Demarcus Gordon,WFO,April,Friday
2022-04-22,W 17,Atq -428,Ciara Allison,WFO,April,Friday
2022-04-22,W 17,Atq -467,Esperanza Irwin,WFO,April,Friday
2022-04-22,W 17,Atq -396,Karma Reeves,WFO,April,Friday
2022-04-22,W 17,Atq -472,Cristofer Bernard,WFO,April,Friday
2022-04-22,W 17,Atq -412,Tucker Austin,WFO,April,Friday
2022-04-22,W 17,Atq -398,Salvatore Hendrix,WFO,April,Friday
2022-04-22,W 17,Atq -484,Adyson Moyer,WFO,April,Friday
2022-04-22,W 17,Atq -385,Jase Ingram,WFO,April,Friday
2022-04-22,W 17,Atq -456,Adriel Pace,WFO,April,Friday
2022-04-22,W 17,Atq -375,Kenley Marsh,WFO,April,Friday
2022-04-22,W 17,Atq -475,London Kim,WFO,April,Friday
2022-04-22,W 17,Atq -435,Dean Mclaughlin,WFO,April,Friday
2022-04-22,W 17,Atq -468,Xiomara Ruiz,WFO,April,Friday
2022-04-22,W 17,Atq -368,Macie Callahan,WFO,April,Friday
2022-04-22,W 17,Atq -475,Rey Novak,WFO,April,Friday
2022-04-22,W 17,Atq -375,Hailee Fitzpatrick,WFO,April,Friday
2022-04-22,W 17,Atq -433,Jayce Fuentes,WFO,April,Friday
2022-04-22,W 17,Atq -370,Ella Roth,WFO,April,Friday
2022-04-22,W 17,Atq -423,Rodrigo Price,WFO,April,Friday
2022-04-22,W 17,Atq -438,Miles Fields,WFO,April,Friday
2022-04-22,W 17,Atq -349,Trystan Ortega,WFO,April,Friday
2022-04-22,W 17,Atq -459,Iris Woodard,WFO,April,Friday
2022-04-22,W 17,Atq -419,Faith Hamilton,WFO,April,Friday
2022-04-22,W 17,Atq -446,April Ayers,WFO,April,Friday
2022-04-22,W 17,Atq -334,Boston Morse,WFO,April,Friday
2022-04-22,W 17,Atq -343,Myla Klein,WFO,April,Friday
2022-04-22,W 17,Atq -440,Mckayla Parker,WFO,April,Friday
2022-04-22,W 17,Atq -405,Sofia Solis,WFO,April,Friday
2022-04-22,W 17,Atq -450,Miya Hampton,WFO,April,Friday
2022-04-22,W 17,Atq -467,Cason David,WFO,April,Friday
2022-04-22,W 17,Atq -419,Kaylah Schultz,WFO,April,Friday
2022-04-22,W 17,Atq -443,Lyric Bartlett,WFO,April,Friday
2022-04-22,W 17,Atq -335,Tori Shannon,WFO,April,Friday
2022-04-22,W 17,Atq -397,Grace Stone,WFO,April,Friday
2022-04-22,W 17,Atq -404,Ana Little,WFO,April,Friday
2022-04-22,W 17,Atq -436,Phoenix Brady,WFO,April,Friday
2022-04-22,W 17,Atq -441,Loki Lal,WFO,April,Friday
2022-04-22,W 17,Atq -366,Peter Pandey,WFO,April,Friday
2022-04-22,W 17,Atq -438,Mekhi Singleton,WFO,April,Friday
2022-04-22,W 17,Atq -398,Bo Cordova,WFO,April,Friday
2022-04-22,W 17,Atq -411,Nevaeh Waller,WFO,April,Friday
2022-04-22,W 17,Atq -462,Jarvis Singh,WFO,April,Friday
2022-04-22,W 17,Atq -406,Thanos Thakur,WFO,April,Friday
2022-04-22,W 17,Atq -403,Will Mahoney,PL,April,Friday
2022-04-22,W 17,Atq -331,Jonah Hamilton,PL,April,Friday
2022-04-22,W 17,Atq -348,Weston Horton,PL,April,Friday
2022-04-22,W 17,Atq -335,Madelynn Gray,PL,April,Friday
2022-04-22,W 17,Atq -400,Chad Macias,WFH,April,Friday
2022-04-22,W 17,Atq -374,Kaley Fitzpatrick,WFH,April,Friday
2022-04-22,W 17,Atq -470,Jovani Pope,WFH,April,Friday
2022-04-22,W 17,Atq -385,Finnegan Gilbert,WFH,April,Friday
2022-04-22,W 17,Atq -430,Maximus Mckenzie,WFH,April,Friday
2022-04-22,W 17,Atq -443,Andrew Cummings,WFH,April,Friday
2022-04-22,W 17,Atq -382,Gustavo Ritter,WFH,April,Friday
2022-04-22,W 17,Atq -408,Nick Orozco,WFH,April,Friday
2022-04-22,W 17,Atq -405,Chris Frye,WFH,April,Friday
2022-04-22,W 17,Atq -396,Joel Cruz,WFH,April,Friday
2022-04-22,W 17,Atq -458,Jessie Carrillo,WO,April,Friday
2022-04-22,W 17,Atq -400,Chad Macias,WO,April,Friday
2022-04-22,W 17,Atq -437,Dallas Weeks,WO,April,Friday
2022-04-22,W 17,Atq -372,Miley Combs,WO,April,Friday
2022-04-22,W 17,Atq -369,Greta Horton,WO,April,Friday
2022-04-22,W 17,Atq -374,Kaley Fitzpatrick,WO,April,Friday
2022-04-22,W 17,Atq -470,Jovani Pope,WO,April,Friday
2022-04-22,W 17,Atq -455,Caylee Meadows,WO,April,Friday
2022-04-23,W 17,Atq -385,Finnegan Gilbert,WO,April,Saturday
2022-04-23,W 17,Atq -387,Konner Henson,WO,April,Saturday
2022-04-23,W 17,Atq -430,Maximus Mckenzie,WO,April,Saturday
2022-04-23,W 17,Atq -443,Andrew Cummings,WO,April,Saturday
2022-04-23,W 17,Atq -461,Josh Sharp,WO,April,Saturday
2022-04-23,W 17,Atq -453,Nehemiah Diaz,WO,April,Saturday
2022-04-23,W 17,Atq -376,Dominique Benjamin,WO,April,Saturday
2022-04-23,W 17,Atq -418,Hillary Kirk,WO,April,Saturday
2022-04-23,W 17,Atq -373,Isiah Small,WO,April,Saturday
2022-04-23,W 17,Atq -382,Gustavo Ritter,WO,April,Saturday
2022-04-23,W 17,Atq -408,Nick Orozco,WO,April,Saturday
2022-04-23,W 17,Atq -418,Marquis Wyatt,WO,April,Saturday
2022-04-23,W 17,Atq -414,Titus Andersen,WO,April,Saturday
2022-04-23,W 17,Atq -403,Will Mahoney,WO,April,Saturday
2022-04-23,W 17,Atq -393,Emma Freeman,WO,April,Saturday
2022-04-23,W 17,Atq -367,Briley Orr,WO,April,Saturday
2022-04-23,W 17,Atq -452,Ayanna Atkins,WO,April,Saturday
2022-04-23,W 17,Atq -485,Gregory Carr,WO,April,Saturday
2022-04-23,W 17,Atq -421,Rylee Mullins,WO,April,Saturday
2022-04-23,W 17,Atq -432,Ryann Guerrero,WO,April,Saturday
2022-04-23,W 17,Atq -484,Demarcus Gordon,WO,April,Saturday
2022-04-23,W 17,Atq -428,Ciara Allison,WO,April,Saturday
2022-04-23,W 17,Atq -467,Esperanza Irwin,WO,April,Saturday
2022-04-23,W 17,Atq -396,Karma Reeves,WO,April,Saturday
2022-04-23,W 17,Atq -472,Cristofer Bernard,WO,April,Saturday
2022-04-23,W 17,Atq -412,Tucker Austin,WO,April,Saturday
2022-04-23,W 17,Atq -398,Salvatore Hendrix,WO,April,Saturday
2022-04-23,W 17,Atq -484,Adyson Moyer,WO,April,Saturday
2022-04-23,W 17,Atq -385,Jase Ingram,WO,April,Saturday
2022-04-23,W 17,Atq -456,Adriel Pace,WO,April,Saturday
2022-04-23,W 17,Atq -375,Kenley Marsh,WO,April,Saturday
2022-04-23,W 17,Atq -475,London Kim,WO,April,Saturday
2022-04-23,W 17,Atq -405,Chris Frye,WO,April,Saturday
2022-04-23,W 17,Atq -426,Roman Colon,WO,April,Saturday
2022-04-23,W 17,Atq -331,Jonah Hamilton,WO,April,Saturday
2022-04-23,W 17,Atq -435,Dean Mclaughlin,WO,April,Saturday
2022-04-23,W 17,Atq -348,Weston Horton,WO,April,Saturday
2022-04-23,W 17,Atq -468,Xiomara Ruiz,WO,April,Saturday
2022-04-23,W 17,Atq -368,Macie Callahan,WO,April,Saturday
2022-04-23,W 17,Atq -475,Rey Novak,WO,April,Saturday
2022-04-23,W 17,Atq -375,Hailee Fitzpatrick,WO,April,Saturday
2022-04-23,W 17,Atq -433,Jayce Fuentes,WO,April,Saturday
2022-04-23,W 17,Atq -370,Ella Roth,WO,April,Saturday
2022-04-23,W 17,Atq -423,Rodrigo Price,WO,April,Saturday
2022-04-23,W 17,Atq -438,Miles Fields,WO,April,Saturday
2022-04-23,W 17,Atq -349,Trystan Ortega,WO,April,Saturday
2022-04-23,W 17,Atq -459,Iris Woodard,WO,April,Saturday
2022-04-23,W 17,Atq -396,Joel Cruz,WO,April,Saturday
2022-04-23,W 17,Atq -393,Janelle Raymond,WO,April,Saturday
2022-04-23,W 17,Atq -419,Faith Hamilton,WO,April,Saturday
2022-04-23,W 17,Atq -446,April Ayers,WO,April,Saturday
2022-04-23,W 17,Atq -334,Boston Morse,WO,April,Saturday
2022-04-23,W 17,Atq -343,Myla Klein,WO,April,Saturday
2022-04-23,W 17,Atq -335,Madelynn Gray,WO,April,Saturday
2022-04-23,W 17,Atq -440,Mckayla Parker,WO,April,Saturday
2022-04-23,W 17,Atq -405,Sofia Solis,WO,April,Saturday
2022-04-23,W 17,Atq -450,Miya Hampton,WO,April,Saturday
